http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7	squadron commander	air force squadron team leader
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7	air force squadron leader	squadron commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7	squadron leader	squadron commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7	air force squadron leader	air force squadron team leader
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7	air force squadron leader	squadron leader
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e44b2459-af5e-492d-9c57-d9c2e62944e7	air force commandant	squadron leader
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	lieutenant general	Roal Air Force officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	major general	naval officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	naval officer	armed forces officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	major general	second lieutenant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	major general	lieutenant general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	officer cadet	military officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	Roal Air Force officer	captain
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	lieutenant	brigadier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	Roal Air Force officer	colonel
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6a26e11-bdf1-47a1-849d-fdcf819d458d	air force officer	Royal Navy officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	armed forces captain	battery commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	armed forces captain	captain royal marines
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	captain armed forces	army chief officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	captain armed forces	captain armed services
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	armed forces captain	captain armed forces
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	army chief officer	troop commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	captain armed services	armed services captain
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	captain royal marines	army captain
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	armed services captain	army chief officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/9bf4c8ea-e814-4772-ae31-0f29672dc497	company commander	troop commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	major general	military general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	army general	lieutenant general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	army general	armed forces general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	army general	military general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	army general	general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	lieutenant general	major general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	general	major general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	military general	general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	general military	army general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/c6e5e0e7-fa99-4f71-9fc1-9889d85282a5	military general	lieutenant general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	major	army commandant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	major	battalion commandant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	army major	lieutenant commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	army major	battalion commandant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	armed forces major	military major
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	battalion commandant	army commandant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	lieutenant commander	army commandant
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	army commandant	army major
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	lieutenant commander	armed forces major
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4	military major	army major
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	artillery officer	gunner
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	munitions officer	artillery technician
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	gunner	infantry officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	artillery technician	infantry officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	artillery officer	artillery technician
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	infantry officer	munitions officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	gunner	artillery technician
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	munitions officer	gunner
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	munitions officer	artillery officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/7696b15a-c52e-4ac5-b38d-9eeb010c5fa3	artillery officer	infantry officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	brigadier	director of staff
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	brigadier general	army brigadier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	director of staff	brigadier general
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	brigadier	field officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	army brigadier	director of staff
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	military brigadier	brigadier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	director of staff	military brigadier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	brigadier general	military brigadier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	brigadier	army brigadier
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/bbd1fe06-1b55-4937-9317-fc162311ab38	army brigadier	field officer
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7	battalion commander	colonel
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7	lieutenant colonel	wing commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7	colonel	wing commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7	battalion commander	wing commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7	lieutenant colonel	colonel
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7	lieutenant colonel	battalion commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	naval commander	deputy chief of naval staff
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	navy commander	deputy chief of naval staff
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	naval commander	royal navy commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	commander of fleet	navy commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	commander of fleet	fleet commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	royal navy commander	navy commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	fleet commander	navy commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	deputy chief of naval staff	royal navy commander
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	naval commander	commander of fleet
http://data.europa.eu/esco/isco/C0110	http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43	navy commander	naval commander
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	master corporal	regimental corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	lance corporal	corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	army corporal	master corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	corporal	special forces corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	master corporal	corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	batallion corporal	corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	special forces corporal	master corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	armed forces corporal	corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	special forces corporal	batallion corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f	master corporal	batallion corporal
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	chief petty officer	warrant officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	chief petty officer	army sargeant
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	colour sergeant	petty officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	sergeant	chief petty officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	chief non-commissioned officer	commissary sergeant
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	chief petty officer	adjutant
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	colour sergeant	chief petty officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	station sergeant	commissary sergeant
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	sergeant	drill sergeant
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031	staff sergeant	police sargeant
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	air force officer	special forces officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	special forces officer	airborne operations officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	counter-insurgency officer	airborne operations officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	rapid response operative	counter-insurgency officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	air force officer	counter-terrorism officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	counter-insurgency officer	special forces officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	counter-insurgency officer	commando
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	counter-terrorism officer	rapid response operative
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	unconventional warfare officer	rapid response operative
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4	air force officer	counter-insurgency officer
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	electronic warfare specialist	defence specialist
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	defence specialist	surveillance operator
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	electronic warfare specialist	defence analyst
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	electronic warfare specialist	surveillance operator
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	electronic warfare operator	defence analyst
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	electronic warfare operator	electronic warfare specialist
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	defence specialist	electronic warfare operator
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	warfare specialist	defence specialist
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	electronic warfare specialist	warfare specialist
http://data.europa.eu/esco/isco/C0210	http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4	warfare specialist	electronic warfare operator
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	navy pilot	aircrew pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	naval pilot	air force pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	military aircraft driver	aircrew pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	air force pilot	military aircraft driver
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	military pilot	aircrew pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	military pilot	military aircraft driver
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	navy pilot	naval pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	armed forces pilot	military aircraft driver
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	navy pilot	military pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802	aircrew pilot	naval pilot
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	bomb disposal officer	mine disposal technician
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	sapper	bomb disposal officer
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	bomb disposal expert	bomb disposal technician
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	bomb disposal officer	ordnance technician
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	minesweeper	bomb disposal technician
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	bomb disposal expert	sapper
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	bomb disposal officer	minesweeper
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	minesweeper	sapper
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	sapper	ordnance technician
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996	bomb disposal officer	bomb disposal technician
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	sniper	infantry soldier
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	foot soldier	rifleman
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	infantry soldier	army soldier
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	foot soldier	infantry soldier
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	military ranger	rifleman
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	foot soldier	infantryman
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	military ranger	sniper
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	infantryman	infantry soldier
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	army soldier	rifleman
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3	military ranger	infantry soldier
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff	electronic intelligence intercept operator	communications locator
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff	electronic intelligence intercept operator	intelligence communications interceptor
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff	intelligence communications interceptor	intelligence intercept operator
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff	signal intelligence voice interceptor	intelligence intercept operator
http://data.europa.eu/esco/isco/C0310	http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff	intelligence communications interceptor	communications intelligence intercept operator
